SYMBOL;DESCRIPTION;IBKR SYMBOL;CURRENCY;PRODUCT;REGION;EXCHANGE *PRIMARY EXCHANGE;Classificação Econômica;inloco
6368;ORGANO CORP.;6368.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6369;TOYO KANETSU K K;6369.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
637;LEE KEE HOLDINGS LTD;637;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6370;KURITA WATER INDUSTRIES LTD;6370.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6371;TSUBAKIMOTO CHAIN CO;6371.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6373;DAIDO KOGYO CO LTD;6373;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6376;NIKKISO CO LTD;6376.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6378;KIMURA CHEMICAL PLANTS CO;6378.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6379;RAIZNEXT CORP;6379.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6380;ORIENTAL CHAIN MFG CO LTD;6380;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6381;ANEST IWATA CORP;6381;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6382;TRINITY INDUSTRIAL CORP;6382.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6383;DAIFUKU CO LTD;6383.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6384;SHOWA SHINKU CO LTD;6384;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6387;SAMCO INC;6387.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
639;SHOUGANG FUSHAN RESOURCES GR;639;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6390;KATO WORKS CO LTD;6390.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6391;KAJI TECHNOLOGY CORP;6391.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6392;YAMADA CORP;6392.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6393;YUKEN KOGYO CO LTD;6393.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6395;TADANO LTD;6395.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6396;UNOZAWA-GUMI IRON WORKS LTD;6396.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
63971;GO IRON WORKS CO LTD - W/I;63971.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
63MOONS;63 MOONS TECHNOLOGIES LTD;63MOONS;INR;Stocks;IN;NSE*;Em Desenvolvimento;1
64;GET NICE HOLDINGS LTD;64;HKD;Stocks;HK;SEHK*;Desenvolvido;1
640;INFINITY DEVELOPMENT HOLDING;640;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6400;FUJI SEIKI CO LTD;6400.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6402;KANEMATSU ENGINEERING CO LTD;6402.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6403;SUIDO KIKO KAISHA LTD;6403.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6405;SUZUMO MACHINERY CO LTD;6405.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6405;ONANO INDUSTRIAL CORP;6405;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6406;FUJITEC CO LTD;6406.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6407;CKD CORPORATION;6407.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6408;OGURA CLUTCH CO LTD;6408;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6409;VOLTRONIC POWER TECHNOLOGY;6409;TWD;Stocks;TW;TWSE*;Desenvolvido;1
641;CHTC FONG'S INTERNATIONAL CO;641;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6411;NAKANO REFRIGERATORS CO LTD;6411;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6412;HEIWA CORP;6412.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6412;CHICONY POWER TECHNOLOGY CO;6412;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6413;RISO KAGAKU CORP;6413;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6414;ENNOCONN CORP;6414;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6415;SILERGY CORP;6415;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6416;KATSURAGAWA ELECTRIC CO LTD;6416.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6416;CASWELL INC;6416;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6417;SANKYO CO LTD;6417;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6418;JAPAN CASH MACHINE CO LTD;6418;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6419;MARS GROUP HOLDINGS CORP;6419;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6420;FUKUSHIMA GALILEI CO LTD;6420.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6423;YIELD MICROELECTRONICS CORP;6423;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6424;TAKAMISAWA CYBERNETICS CO;6424.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6425;UNIVERSAL ENTERTAINMENT CORP;6425.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6426;APOGEE OPTOCOM CO LTD;6426;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6428;OIZUMI CORP;6428.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
643;CARRY WEALTH HOLDINGS LTD;643;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6430;DAIKOKU DENKI CO LTD;6430.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6431;KUANGLI BIO-TECH HOLDINGS CO;6431;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6432;TAKEUCHI MFG CO LTD;6432;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6433;HEPHAIST CO LTD;6433.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6436;AMANO CORP;6436;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6438;SYMTEK AUTOMATION ASIA CO LT;6438;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6440;JUKI CORPORATION;6440.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6442;EZCONN CORPORATION;6442;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6443;TSEC CORP;6443;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6444;SANDEN CORP;6444.T;JPY;Stocks;JP;TSEJ*;Desenvolvido;1
6445;JANOME CORP;6445.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
6446;PHARMAESSENTIA CORP;6446;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6448;BROTHER INDUSTRIES LTD;6448;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6449;APAQ TECHNOLOGY CO LTD;6449;TWD;Stocks;TW;TWSE*;Desenvolvido;1
645;ARES ASIA LTD;645;HKD;Stocks;HK;SEHK*;Desenvolvido;1
6451;SHUNSIN TECHNOLOGY HOLDINGS;6451;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6454;MAX CO LTD;6454;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6455;MORITA HOLDINGS CORP;6455;JPY;Stocks;JP;JPNNEXT;Desenvolvido;1
6456;GENERAL INTERFACE SOLUTION;6456;TWD;Stocks;TW;TWSE*;Desenvolvido;1
6457;GLORY LTD;6457.T;JPY;Stocks;JP;CBOE.JPN;Desenvolvido;1
